yields|title|instructions|modifications|link|unit|amount|item
6.0|Thailändisches Wok Gericht|"Fleischstreifen mit Salz, Pfeffer und Asia-Würzmischung würzen und etwa 30 Min. ziehen lassen.

Inzwischen Zwiebel in Ringe schneiden.

Zwischenzeitlich die Paprikaschoten mit dem Knoblauch, den scharfen und milden Chilischoten, dem Chilipulver, Salz, Pfeffer, der Gemüsebrühe und der Sojasauce vermischen. Alles öfter durchrühren und ebenfalls etwas ziehen lassen.

Öl in einem großen Wok erhitzen, das Fleisch darin portionsweise kurz anbraten. Die Zwiebel dazugeben und ebenfalls kurz anbraten.

Die Hitze reduzieren und die Gemüsemischung mitsamt dem Sud zugeben. Bei mittlerer Hitze und gelegentlichem Umrühren etwa 20 Min. garen.

Mit Reis servieren."||https://www.chefkoch.de/rezepte/1567861264318417/Pfannengeruehrtes-Schweinefleisch.html?portionen=6|ml|190.0|Gemüsebrühe
6.0|Thailändisches Wok Gericht|"Fleischstreifen mit Salz, Pfeffer und Asia-Würzmischung würzen und etwa 30 Min. ziehen lassen.

Inzwischen Zwiebel in Ringe schneiden.

Zwischenzeitlich die Paprikaschoten mit dem Knoblauch, den scharfen und milden Chilischoten, dem Chilipulver, Salz, Pfeffer, der Gemüsebrühe und der Sojasauce vermischen. Alles öfter durchrühren und ebenfalls etwas ziehen lassen.

Öl in einem großen Wok erhitzen, das Fleisch darin portionsweise kurz anbraten. Die Zwiebel dazugeben und ebenfalls kurz anbraten.

Die Hitze reduzieren und die Gemüsemischung mitsamt dem Sud zugeben. Bei mittlerer Hitze und gelegentlichem Umrühren etwa 20 Min. garen.

Mit Reis servieren."||https://www.chefkoch.de/rezepte/1567861264318417/Pfannengeruehrtes-Schweinefleisch.html?portionen=6|ml|150.0|Sojasauce
6.0|Thailändisches Wok Gericht|"Fleischstreifen mit Salz, Pfeffer und Asia-Würzmischung würzen und etwa 30 Min. ziehen lassen.

Inzwischen Zwiebel in Ringe schneiden.

Zwischenzeitlich die Paprikaschoten mit dem Knoblauch, den scharfen und milden Chilischoten, dem Chilipulver, Salz, Pfeffer, der Gemüsebrühe und der Sojasauce vermischen. Alles öfter durchrühren und ebenfalls etwas ziehen lassen.

Öl in einem großen Wok erhitzen, das Fleisch darin portionsweise kurz anbraten. Die Zwiebel dazugeben und ebenfalls kurz anbraten.

Die Hitze reduzieren und die Gemüsemischung mitsamt dem Sud zugeben. Bei mittlerer Hitze und gelegentlichem Umrühren etwa 20 Min. garen.

Mit Reis servieren."||https://www.chefkoch.de/rezepte/1567861264318417/Pfannengeruehrtes-Schweinefleisch.html?portionen=6|TL|2.0|Asia Gewürzmischung (5 Gewürze Pulver)
6.0|Thailändisches Wok Gericht|"Fleischstreifen mit Salz, Pfeffer und Asia-Würzmischung würzen und etwa 30 Min. ziehen lassen.

Inzwischen Zwiebel in Ringe schneiden.

Zwischenzeitlich die Paprikaschoten mit dem Knoblauch, den scharfen und milden Chilischoten, dem Chilipulver, Salz, Pfeffer, der Gemüsebrühe und der Sojasauce vermischen. Alles öfter durchrühren und ebenfalls etwas ziehen lassen.

Öl in einem großen Wok erhitzen, das Fleisch darin portionsweise kurz anbraten. Die Zwiebel dazugeben und ebenfalls kurz anbraten.

Die Hitze reduzieren und die Gemüsemischung mitsamt dem Sud zugeben. Bei mittlerer Hitze und gelegentlichem Umrühren etwa 20 Min. garen.

Mit Reis servieren."||https://www.chefkoch.de/rezepte/1567861264318417/Pfannengeruehrtes-Schweinefleisch.html?portionen=6|TL|1.0|Salz
6.0|Thailändisches Wok Gericht|"Fleischstreifen mit Salz, Pfeffer und Asia-Würzmischung würzen und etwa 30 Min. ziehen lassen.

Inzwischen Zwiebel in Ringe schneiden.

Zwischenzeitlich die Paprikaschoten mit dem Knoblauch, den scharfen und milden Chilischoten, dem Chilipulver, Salz, Pfeffer, der Gemüsebrühe und der Sojasauce vermischen. Alles öfter durchrühren und ebenfalls etwas ziehen lassen.

Öl in einem großen Wok erhitzen, das Fleisch darin portionsweise kurz anbraten. Die Zwiebel dazugeben und ebenfalls kurz anbraten.

Die Hitze reduzieren und die Gemüsemischung mitsamt dem Sud zugeben. Bei mittlerer Hitze und gelegentlichem Umrühren etwa 20 Min. garen.

Mit Reis servieren."||https://www.chefkoch.de/rezepte/1567861264318417/Pfannengeruehrtes-Schweinefleisch.html?portionen=6|||Pfeffer
6.0|Thailändisches Wok Gericht|"Fleischstreifen mit Salz, Pfeffer und Asia-Würzmischung würzen und etwa 30 Min. ziehen lassen.

Inzwischen Zwiebel in Ringe schneiden.

Zwischenzeitlich die Paprikaschoten mit dem Knoblauch, den scharfen und milden Chilischoten, dem Chilipulver, Salz, Pfeffer, der Gemüsebrühe und der Sojasauce vermischen. Alles öfter durchrühren und ebenfalls etwas ziehen lassen.

Öl in einem großen Wok erhitzen, das Fleisch darin portionsweise kurz anbraten. Die Zwiebel dazugeben und ebenfalls kurz anbraten.

Die Hitze reduzieren und die Gemüsemischung mitsamt dem Sud zugeben. Bei mittlerer Hitze und gelegentlichem Umrühren etwa 20 Min. garen.

Mit Reis servieren."||https://www.chefkoch.de/rezepte/1567861264318417/Pfannengeruehrtes-Schweinefleisch.html?portionen=6|||Öl
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|St.|2.0|Hühner
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|||Salz
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|||Pfeffer
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|||Öl
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|g|600.0|Zwiebel
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|g|50.0|Paprikapulver (süß + scharf)
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|EL|1.0|Tomatenmark
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|ml|800.0|Hühnerfond
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|||Majoran
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|Zehe|1.0|Knoblauch
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|||Zitronenabrieb
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|g|125.0|Sauerrahm
6.0|Paprikahendl|"1. Die Hähnchen in Brust und Keule zerteilen. Bruststücke quer halbieren, Keulen im Gelenk durchschneiden.

2. Hähnchenstücke salzen, pfeffern, in Öl beidseitig anbraten und aus der Pfanne nehmen.

3. Im Bratrückstand Zwiebel unter Rühren goldgelb rösten. Paprikapulver und Tomatenmark einrühren und kurz mitrösten. Hühnerfond zugießen und aufkochen.

4. Sauce mit Salz, Pfeffer, Majoran, zerdrückter Knoblauchzehe und abgeriebener Zitronenschale würzen.

5. Hähnchenstücke hinzufügen und bei geringer Hitze 45 Minuten dünsten.

6. Fleisch herausheben, Sauce mit Maizena binden (Maizena vorher in kaltem Wasser anrühren), Sauerrahm dazugeben. Sauce zirka vier Minuten köcheln lassen und dann mit einem Stabmixer pürieren. Hähnchenteile kurz in der Sauce ziehen lassen."|Sauerrahm ist optional.|https://sz-magazin.sueddeutsche.de/essen-und-trinken/was-spitzenkoeche-fuer-sich-selbst-kochen-85620|EL|3.0|Maizena
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||g|800.0|Rindfleisch zum Schmoren
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||St.|2.0|Zwiebel
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||St.|2.0|Karotten
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||St.|2.0|Gelbe Rüben
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||ml|200.0|Guiness Bier
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||ml|400.0|Rinderfond
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||EL|2.0|Worcstershire Sauce
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||EL|1.0|Tomatenmark
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||||Salz
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||||Pfeffer
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||St.|3.0|Lorbeer
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||||Öl
4.0|Beef Stew|"Öl in großer Pfanne erhitzen.

Rindfleisch in gleichmäßige Würfel schneiden und von allen Seiten (in mehreren Portionen) anbraten.

Zwiebel grob schneiden und dünsten.

Tomatenmark kurz anrösten und aufgießen.

Das Fleisch und die Zwiebeln mit der gesamten Flüssigkeit in einen Topf geben und 2,5 Stunden auf kleiner Stufe kochen.

Die Karotten und die gelben Rüben würfelig schneiden und nach einer Stunde zugeben.

Das fertige Gericht mit Maizena binden (Maizena in kaltem Wasser verrühren, etwas Sauce dazu, kurz aufkochen lassen)."|||St.|2.0|Knoblauch
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||kg|1.0|Rindfleisch (z.B. Gschnatter)
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||Dose|1.0|Bambussprossen
6.0|Rindfleischcurry|"Das Rindfleisch in dünne Streifen schneiden.

Beidseitig scharf anbraten.

Mit einer Dose Kokosmilch sowie etwas Wasser aufgießen und im Kelomat 20 Minuten garen (wird Filet o.ä. verwendet, so kann das Garen entfallen).

Währenddessen das Gemüse schneiden und anrösten.

Die Currypaste dazugeben und kurz mitrösten.

Mit Sojasauce und der restlichen Kokosmilch aufgießen.

Das Fleisch und die Gewürze dazugeben und 10-15 Minuten kochen (bis das Gemüse schön knackig ist)."|"Viel Reis als Beilage!

Paprika braucht nur 10 Minuten, Bambus 15 Minuten zum garen."||Dosen|2.0|Kokosmilch
